1135,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,827,624,860
1786,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,826,623,890
1297,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,232,794,870
1599,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,231,792,870
1300,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,224,790,800
1198,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,223,777,800
1714,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,222,774,800
1371,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,221,771,800
1123,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,193,766,870
1069,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,211,111,800
996,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,212,113,800
915,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,214,130,870
979,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,213,127,870
1963,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,14,13,885
1991,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,13,12,895
1485,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,192,765,870
1819,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,825,448,890
1131,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,742,741,900
1138,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,741,740,900
1693,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,824,446,890
2218,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,674,673,885
2101,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,673,672,895
1091,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,820,240,860
2167,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,668,667,855
1125,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,797,231,860
1434,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,740,739,900
1657,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,795,230,890
1692,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,447,146,800
2156,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,667,666,885
1399,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,153,181,800
1117,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,149,152,800
2070,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,147,148,800
1567,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,739,738,900
1839,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,791,222,890
1229,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,738,737,900
1244,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,737,736,900
1627,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,666,210,850
1730,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,665,192,850
2266,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,778,221,880
1250,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,664,191,850
1813,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,736,735,900
1325,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,630,665,870
978,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,629,664,870
1087,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,628,663,870
1867,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,775,220,890
1926,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,772,213,890
1525,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,767,212,850
1812,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,766,211,850
1047,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,627,661,870
1191,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,626,660,870
2212,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,625,659,870
1347,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,624,658,800
1278,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,131,656,870
1784,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,128,629,800
1061,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,449,626,870
1331,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,112,627,800
1228,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,702,701,870
1421,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,114,628,870
2023,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ SQL Server-Intermediate,182,657,800
897,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,.NET-Intermediate+ Sharepoint-Beginner,31,30,1000
1446,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,Android-Expert,8,7,1000
1336,.NET-Intermediate+ SQL Server-Intermediate+.NET-Beginner+ SQL Server-Beginner,Android-Expert,7,6,1000
3804,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,706,705,900
3302,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,705,704,900
2549,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,700,699,900
3346,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,676,675,900
3187,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,672,671,900
3747,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,671,670,900
3618,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,641,640,870
3875,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,493,492,900
3215,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,492,491,900
3732,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,491,490,900
3383,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,490,489,900
3580,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,489,488,900
3266,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,488,487,900
3746,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,487,486,900
3106,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,485,484,900
2835,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,443,442,900
3868,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,442,441,900
2176,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,441,440,900
3942,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,440,439,900
3206,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,439,438,900
2728,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,437,436,900
3920,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,436,435,900
2004,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,435,434,900
2645,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,402,401,870
3599,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,438,437,850
3118,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,403,402,870
2326,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,404,403,870
3336,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,401,400,870
2109,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,400,399,870
3852,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,399,398,870
2964,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,398,397,870
2529,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,397,396,870
3682,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,396,395,870
3422,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,395,394,870
3004,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,377,376,870
2894,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,376,375,870
3536,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,359,358,870
2022,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,358,357,870
3703,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,351,350,870
3808,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,350,349,870
3455,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,349,348,870
3566,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,216,215,870
2145,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,215,214,870
2393,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,633,632,870
2708,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,634,633,870
2801,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,635,634,870
2741,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,636,635,870
2016,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,637,636,870
3201,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,638,637,870
3864,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,639,638,870
3749,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,640,639,870
2806,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,675,674,890
2554,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,642,641,870
3358,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,643,642,870
3999,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,632,631,870
3764,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,631,630,870
3849,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,469,468,870
2902,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,670,669,890
3121,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,669,668,880
2448,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,462,461,870
3146,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,461,460,870
3342,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,460,459,870
2118,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,459,458,870
4578,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,458,457,870
2335,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,457,456,870
3377,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,456,455,870
3737,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,455,454,870
3699,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,454,453,870
2573,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,453,452,870
3657,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,452,451,870
3865,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,451,450,870
3263,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,450,449,870
2495,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,259,258,870
2142,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,258,257,870
3821,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,257,256,870
3805,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,256,255,870
2727,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,254,253,870
3337,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,251,250,870
2823,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,250,249,870
2617,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,249,248,870
2778,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,894,893,890
2942,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,867,866,890
2878,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,248,247,870
3916,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,247,246,870
3828,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,246,245,870
3667,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,699,698,890
3771,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,245,244,870
3924,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,164,163,870
3964,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,117,116,870
3228,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,163,162,870
2890,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,704,703,890
2491,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,162,161,870
2767,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,161,160,870
2646,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,703,702,890
2587,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,160,159,870
2128,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,159,158,870
2853,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,158,157,870
2925,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,735,734,895
3392,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,244,243,870
3809,.NET-Beginner+ SQL Server-Beginner,.NET-Beginner+ SQL Server-Beginner,243,242,870
241,.NET-Expert+ Azure-Expert+.NET-Intermediate+.NET-Beginner+ Azure-Intermediate+ Azure-Beginner,.NET-Intermediate+ Azure-Beginner,608,607,870
274,.NET-Expert+ Azure-Expert+.NET-Intermediate+.NET-Beginner+ Azure-Intermediate+ Azure-Beginner,.NET-Expert+ Azure-Expert,155,154,800
515,.NET-Expert+ WPF-Expert+.NET-Intermediate+.NET-Beginner+ WPF-Intermediate+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,217,216,800
1551,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,181,180,800
986,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,133,132,870
1792,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,132,131,870
1459,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Intermediate+ WPF-Intermediate,130,129,870
1078,.NET-Intermediate+ WPF-Intermediate+.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,116,115,870
881,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,607,606,870
1850,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,606,605,860
1231,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,111,110,800
1803,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,605,604,870
1702,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,604,603,870
1403,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,156,155,870
1436,.NET-Intermediate+ Azure-Beginner+.NET-Beginner,.NET-Intermediate+ Azure-Beginner,157,156,870
2262,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,165,164,870
2317,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,166,165,870
2204,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,167,166,870
3567,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,236,235,870
2944,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,237,236,870
3250,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,238,237,860
2897,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,129,128,870
3287,.NET-Beginner+ Azure-Beginner,.NET-Beginner+ Azure-Beginner,113,112,870
2050,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,411,410,870
2730,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,410,409,870
3646,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,252,251,870
3745,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,218,217,870
3105,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,905,904,890
2550,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,846,845,890
3585,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,872,871,890
4632,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,412,411,850
3974,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,115,114,870
3781,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,219,218,870
3222,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,220,219,870
2364,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,225,224,870
3597,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,226,225,870
3293,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,227,226,870
2784,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,228,227,870
3558,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,229,228,870
3733,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,230,229,870
3813,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,233,232,870
3820,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,234,233,870
2200,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,235,234,870
3680,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,903,902,850
2420,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,904,903,865
3163,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,253,252,870
2724,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,255,254,870
3727,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,196,195,870
2813,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,195,194,870
3391,.NET-Beginner+ WPF-Beginner,.NET-Beginner+ WPF-Beginner,194,193,870
286,.NET-Expert+ MongoDB-Expert+.NET-Intermediate+.NET-Beginner+ MongoDB-Intermediate+ MongoDB-Beginner,.NET-Expert,143,142,800
251,.NET-Expert+ MongoDB-Expert+.NET-Intermediate+.NET-Beginner+ MongoDB-Intermediate+ MongoDB-Beginner,.NET-Expert,101,100,800
511,.NET-Expert+ MongoDB-Expert+.NET-Intermediate+.NET-Beginner+ MongoDB-Intermediate+ MongoDB-Beginner,.NET-Expert,100,99,800
687,.NET-Expert+ MongoDB-Expert+.NET-Intermediate+.NET-Beginner+ MongoDB-Intermediate+ MongoDB-Beginner,.NET-Expert+ MongoDB-Expert,878,877,800
349,.NET-Expert+ MongoDB-Expert+.NET-Intermediate+.NET-Beginner+ MongoDB-Intermediate+ MongoDB-Beginner,.NET-Expert+ MongoDB-Expert,874,873,800
1707,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,863,862,870
2127,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,987,986,870
2264,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,986,985,870
2126,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,985,984,870
1851,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,984,983,870
1895,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,940,939,870
944,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Beginner+ MongoDB-Beginner,931,930,870
1214,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,930,929,870
1330,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,929,928,870
1176,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,928,927,870
1136,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,927,926,870
1294,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,890,889,800
1360,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,887,886,800
1754,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,884,883,800
1849,.NET-Intermediate+ MongoDB-Intermediate+.NET-Beginner+ MongoDB-Beginner,.NET-Intermediate+ MongoDB-Intermediate,881,880,800
2569,.NET-Beginner+ Sharepoint-Beginner,.NET-Beginner+ Sharepoint-Beginner,961,960,870
